NumItemsInCart,CartTotalAmount,TimeSpentOnSiteMinutes,HasCouponApplied,IsReturningCustomer,device_encoded,weekday,abandon_label
3,116.44,7.68,0.0,0.0,1,5,1
2,21.69,7.93,0.0,0.0,2,6,1
2,112.5,3.6,0.0,0.0,1,0,1
8,37.49,6.7,0.0,0.0,0,1,0
3,135.14,10.68,0.0,0.0,0,2,0
0,17.01,7.66,0.0,0.0,1,3,0
4,114.7,10.77,0.0,0.0,1,4,0
4,48.79,11.16,0.0,0.0,0,5,0
1,155.36,10.88,0.0,0.0,2,6,1
1,20.82,9.35,0.0,0.0,0,0,1
2,102.64,7.19,0.0,0.0,0,1,0
3,66.84,8.71,0.0,0.0,1,2,0
3,74.36,5.03,0.0,0.0,0,3,1
5,48.54,3.12,0.0,0.0,1,4,0
3,51.74,8.6,0.0,0.0,2,5,0
1,36.84,6.22,0.0,0.0,0,6,0
4,4.46,5.94,0.0,0.0,2,0,1
4,50.08,7.51,0.0,0.0,2,1,1
6,84.12,10.64,0.0,0.0,0,2,0
6,128.73,11.51,0.0,0.0,1,3,0
6,37.75,5.2,0.0,0.0,1,4,1
6,7.78,13.89,0.0,0.0,0,5,1
2,5.27,9.22,0.0,0.0,1,6,1
3,45.89,9.66,0.0,0.0,1,0,1
7,35.18,5.05,0.0,0.0,2,1,0
1,8.11,7.85,0.0,0.0,1,2,1
4,131.08,7.7,0.0,0.0,1,3,1
6,60.24,2.73,0.0,0.0,0,4,1
1,26.27,7.88,0.0,0.0,2,5,0
3,24.52,10.4,0.0,0.0,1,6,0
2,79.75,6.41,0.0,0.0,0,0,1
3,152.5,5.74,0.0,0.0,1,1,1
4,105.04,11.19,0.0,0.0,2,2,1
3,103.61,8.59,0.0,0.0,2,3,1
1,44.75,7.8,0.0,0.0,2,4,1
3,3.48,8.5,0.0,0.0,2,5,1
0,30.17,9.72,0.0,0.0,2,6,1
2,141.24,10.61,0.0,0.0,2,0,1
5,32.3,11.0,0.0,0.0,0,1,0
3,21.4,9.29,0.0,0.0,2,2,1
0,26.39,11.89,0.0,0.0,1,3,0
1,45.14,2.54,0.0,0.0,1,4,0
3,40.05,11.28,0.0,0.0,1,5,1
6,13.52,7.39,0.0,0.0,1,6,1
2,70.17,4.54,0.0,0.0,2,0,0
0,52.08,11.17,0.0,0.0,2,1,0
2,37.76,8.15,0.0,0.0,0,2,1
4,56.21,10.81,0.0,0.0,2,3,0
2,118.53,7.28,0.0,0.0,1,4,1
6,42.34,9.1,0.0,0.0,0,5,1
9,76.27,7.55,0.0,0.0,0,6,1
4,31.39,8.09,0.0,0.0,0,0,0
3,22.89,6.31,0.0,0.0,0,1,1
3,64.21,4.47,0.0,0.0,2,2,1
6,8.61,4.93,0.0,0.0,0,3,0
3,27.89,8.7,0.0,0.0,2,4,1
2,40.79,6.37,0.0,0.0,0,5,0
0,34.06,9.65,0.0,0.0,2,6,0
4,104.63,7.61,0.0,0.0,2,0,1
1,35.99,6.59,0.0,0.0,1,1,0
0,121.19,13.25,0.0,0.0,2,2,1
4,47.3,6.18,0.0,0.0,0,3,0
1,11.7,8.53,0.0,0.0,0,4,1
3,42.34,13.22,0.0,0.0,2,5,1
1,20.08,10.8,0.0,0.0,2,6,1
2,3.29,8.95,0.0,0.0,2,0,0
2,72.19,5.95,0.0,0.0,2,1,0
4,5.45,1.9,0.0,0.0,1,2,1
2,4.76,0.22,0.0,0.0,1,3,1
3,190.45,6.84,0.0,0.0,1,4,1
6,98.83,13.17,0.0,0.0,1,5,0
3,25.85,5.69,0.0,0.0,1,6,1
1,28.56,4.96,0.0,0.0,2,0,1
2,58.12,7.28,0.0,0.0,1,1,1
3,30.63,8.4,0.0,0.0,1,2,0
3,18.41,8.84,0.0,0.0,2,3,0
2,15.51,11.48,0.0,0.0,2,4,1
3,44.38,5.37,0.0,0.0,0,5,0
7,12.62,11.81,0.0,0.0,0,6,1
2,133.18,9.95,0.0,0.0,0,0,1
3,57.83,6.22,0.0,0.0,1,1,1
6,139.5,5.25,0.0,0.0,2,2,1
7,99.02,4.03,0.0,0.0,0,3,1
0,64.2,11.5,0.0,0.0,0,4,1
5,7.54,7.07,0.0,0.0,1,5,0
5,18.48,7.07,0.0,0.0,0,6,1
4,76.37,8.73,0.0,0.0,2,0,1
4,56.1,4.67,0.0,0.0,2,1,1
1,53.97,12.56,0.0,0.0,0,2,1
0,46.9,8.99,0.0,0.0,2,3,0
4,9.82,8.9,0.0,0.0,0,4,1
2,61.22,7.72,0.0,0.0,0,5,1
6,43.39,3.88,0.0,0.0,2,6,1
5,35.39,11.18,0.0,0.0,2,0,0
2,94.45,14.81,0.0,0.0,1,1,1
6,42.68,5.45,0.0,0.0,1,2,1
0,46.24,5.22,0.0,0.0,0,3,1
3,204.48,5.44,0.0,0.0,2,4,1
3,30.45,5.81,0.0,0.0,0,5,1
7,49.11,12.38,0.0,0.0,1,6,1
5,76.98,4.95,0.0,0.0,0,0,1
1,64.13,15.07,0.0,0.0,2,1,1
5,31.54,13.62,0.0,0.0,2,2,1
4,27.14,10.42,0.0,0.0,1,3,0
2,33.78,9.79,0.0,0.0,0,4,1
5,33.78,10.65,0.0,0.0,0,5,1
3,90.29,6.39,0.0,0.0,2,6,0
2,81.34,4.58,0.0,0.0,1,0,1
4,22.08,8.4,0.0,0.0,2,1,0
7,74.9,3.97,0.0,0.0,2,2,1
3,25.16,5.81,0.0,0.0,1,3,1
1,74.27,10.36,0.0,0.0,2,4,0
2,156.5,9.27,0.0,0.0,0,5,0
3,36.27,12.25,0.0,0.0,0,6,1
4,34.74,7.16,0.0,0.0,0,0,0
7,135.55,13.34,0.0,0.0,2,1,0
2,31.44,6.05,0.0,0.0,1,2,1
4,74.35,10.76,0.0,0.0,1,3,1
5,63.24,8.52,0.0,0.0,1,4,1
0,68.04,11.34,0.0,0.0,1,5,1
4,31.18,5.84,0.0,0.0,1,6,1
5,35.08,10.69,0.0,0.0,2,0,1
5,65.57,9.46,0.0,0.0,1,1,1
4,30.83,5.47,0.0,0.0,0,2,1
2,70.22,14.83,0.0,0.0,2,3,1
4,61.23,7.68,0.0,0.0,0,4,1
1,50.59,10.6,0.0,0.0,1,5,1
1,60.43,9.91,0.0,0.0,1,6,1
4,40.72,4.39,0.0,0.0,0,0,1
1,40.2,11.01,0.0,0.0,0,1,1
1,21.37,4.49,0.0,0.0,2,2,1
1,39.5,6.81,0.0,0.0,1,3,0
4,12.53,9.09,0.0,0.0,1,4,1
2,137.2,8.23,0.0,0.0,1,5,1
2,36.04,9.95,0.0,0.0,0,6,1
1,26.53,1.08,0.0,0.0,1,0,1
1,23.32,3.8,0.0,0.0,2,1,1
3,35.14,10.11,0.0,0.0,2,2,1
2,137.8,7.57,0.0,0.0,0,3,1
5,115.73,9.16,0.0,0.0,0,4,0
6,10.51,9.38,0.0,0.0,2,5,1
3,73.89,5.15,0.0,0.0,0,6,1
1,32.39,4.21,0.0,0.0,0,0,0
2,212.15,10.44,0.0,0.0,1,1,1
6,104.93,6.0,0.0,0.0,2,2,1
6,20.43,8.81,0.0,0.0,1,3,1
1,24.02,7.82,0.0,0.0,2,4,0
4,136.84,4.78,0.0,0.0,1,5,0
6,82.15,6.68,0.0,0.0,2,6,0
4,70.83,11.24,0.0,0.0,2,0,1
2,15.37,8.75,0.0,0.0,2,1,1
6,22.17,7.2,0.0,0.0,0,2,0
1,29.78,9.41,0.0,0.0,1,3,0
5,77.96,12.35,0.0,0.0,0,4,1
3,30.65,8.16,0.0,0.0,0,5,1
2,12.78,14.58,0.0,0.0,2,6,1
1,78.06,9.21,0.0,0.0,2,0,0
3,31.89,7.35,0.0,0.0,0,1,1
1,12.8,9.35,0.0,0.0,0,2,1
2,93.67,15.03,0.0,0.0,0,3,0
0,51.06,12.36,0.0,0.0,2,4,1
2,22.94,3.99,0.0,0.0,2,5,1
1,64.05,3.72,0.0,0.0,2,6,1
5,20.98,7.38,0.0,0.0,1,0,1
4,28.72,14.85,0.0,0.0,0,1,1
5,26.19,8.7,0.0,0.0,0,2,1
8,49.5,6.06,0.0,0.0,1,3,0
1,77.41,14.32,0.0,0.0,0,4,1
1,41.62,11.22,0.0,0.0,0,5,0
2,83.08,7.24,0.0,0.0,0,6,1
1,20.76,6.37,0.0,0.0,1,0,1
3,72.12,11.16,0.0,0.0,1,1,1
0,96.86,5.27,0.0,0.0,0,2,1
4,92.34,6.62,0.0,0.0,2,3,1
3,17.32,8.54,0.0,0.0,0,4,0
2,222.02,6.66,0.0,0.0,0,5,0
3,36.49,5.4,0.0,0.0,2,6,0
1,45.95,9.22,0.0,0.0,0,0,1
2,7.52,8.58,0.0,0.0,0,1,1
1,96.83,8.82,0.0,0.0,1,2,1
4,61.6,2.09,0.0,0.0,0,3,0
2,86.38,11.43,0.0,0.0,2,4,1
5,97.72,2.36,0.0,0.0,1,5,1
1,23.75,8.99,0.0,0.0,1,6,0
3,97.81,14.91,0.0,0.0,2,0,1
3,71.79,10.79,0.0,0.0,2,1,1
6,105.24,7.19,0.0,0.0,1,2,1
4,105.32,6.52,0.0,0.0,0,3,1
1,9.86,7.72,0.0,0.0,0,4,1
5,62.28,11.52,0.0,0.0,1,5,1
2,63.72,9.88,0.0,0.0,0,6,1
2,34.11,8.14,0.0,0.0,1,0,1
3,63.27,11.14,0.0,0.0,2,1,1
1,21.91,4.15,0.0,0.0,0,2,0
1,56.15,6.27,0.0,0.0,0,3,1
3,13.52,6.53,0.0,0.0,1,4,1
2,87.84,11.39,0.0,0.0,1,5,1
4,35.61,8.83,0.0,0.0,0,6,1
1,70.64,15.44,0.0,0.0,0,0,1
4,75.0,10.51,0.0,0.0,0,1,1
2,89.51,5.93,0.0,0.0,2,2,1
3,56.95,10.92,0.0,0.0,0,3,0
3,77.49,5.95,0.0,0.0,0,4,1
4,36.45,6.77,0.0,0.0,1,5,1
5,183.94,7.76,0.0,0.0,2,6,1
1,25.35,8.99,0.0,0.0,1,0,0
2,35.58,8.66,0.0,0.0,0,1,0
4,177.36,8.66,0.0,0.0,2,2,1
3,53.58,5.08,0.0,0.0,0,3,0
7,102.93,7.99,0.0,0.0,2,4,0
6,59.91,8.94,0.0,0.0,2,5,1
4,45.5,10.59,0.0,0.0,2,6,1
5,40.75,6.6,0.0,0.0,2,0,1
0,139.71,0.0,0.0,0.0,2,1,1
6,42.08,11.36,0.0,0.0,2,2,1
4,75.57,9.7,0.0,0.0,1,3,1
1,85.68,4.0,0.0,0.0,1,4,1
4,118.28,3.57,0.0,0.0,0,5,1
2,110.18,9.99,0.0,0.0,2,6,1
4,60.75,7.09,0.0,0.0,2,0,1
3,5.33,3.74,0.0,0.0,1,1,1
4,17.3,4.81,0.0,0.0,0,2,0
0,36.84,7.58,0.0,0.0,0,3,1
1,66.6,5.73,0.0,0.0,1,4,0
5,13.44,6.5,0.0,0.0,1,5,1
2,35.59,8.23,0.0,0.0,2,6,0
3,75.13,11.14,0.0,0.0,1,0,1
5,42.46,9.73,0.0,0.0,2,1,1
5,80.53,8.68,0.0,0.0,0,2,1
1,43.52,12.24,0.0,0.0,2,3,1
0,157.66,5.18,0.0,0.0,1,4,1
1,54.02,7.82,0.0,0.0,2,5,1
1,13.05,6.19,0.0,0.0,2,6,1
4,24.83,7.6,0.0,0.0,1,0,1
6,43.67,7.86,0.0,0.0,2,1,0
4,59.68,6.08,0.0,0.0,0,2,1
2,31.43,6.88,0.0,0.0,2,3,1
1,12.66,10.02,0.0,0.0,1,4,1
1,112.66,7.67,0.0,0.0,1,5,0
5,67.29,0.0,0.0,0.0,1,6,1
3,91.9,10.09,0.0,0.0,2,0,1
2,39.9,9.63,0.0,0.0,0,1,0
6,26.31,4.17,0.0,0.0,1,2,1
6,25.2,12.56,0.0,0.0,1,3,1
3,56.39,7.25,0.0,0.0,0,4,1
8,43.95,11.04,0.0,0.0,1,5,1
5,48.5,8.13,0.0,0.0,2,6,1
4,12.62,6.54,0.0,0.0,1,0,1
2,48.79,9.16,0.0,0.0,1,1,1
4,65.24,6.43,0.0,0.0,2,2,1
5,201.0,7.54,0.0,0.0,0,3,1
1,47.03,3.28,0.0,0.0,0,4,1
3,56.77,7.09,0.0,0.0,1,5,1
2,10.27,4.3,0.0,0.0,2,6,1
3,2.32,7.98,0.0,0.0,2,0,1
2,69.04,9.51,0.0,0.0,0,1,1
2,68.77,8.16,0.0,0.0,0,2,0
4,9.92,10.78,0.0,0.0,0,3,0
3,169.24,13.93,0.0,0.0,2,4,1
2,61.61,7.67,0.0,0.0,2,5,0
4,135.23,8.23,0.0,0.0,2,6,1
2,55.81,6.03,0.0,0.0,1,0,0
1,5.89,2.33,0.0,0.0,1,1,1
1,62.05,8.41,0.0,0.0,0,2,1
3,25.49,10.05,0.0,0.0,0,3,1
4,33.2,8.05,0.0,0.0,1,4,0
2,26.28,5.54,0.0,0.0,1,5,1
4,14.28,5.1,0.0,0.0,1,6,1
3,74.55,4.21,0.0,0.0,1,0,1
2,88.61,7.68,0.0,0.0,0,1,0
1,43.58,4.99,0.0,0.0,1,2,0
4,40.48,11.47,0.0,0.0,1,3,1
2,58.06,10.27,0.0,0.0,2,4,0
2,149.33,11.14,0.0,0.0,0,5,1
2,39.27,11.83,0.0,0.0,0,6,1
2,54.02,6.86,0.0,0.0,2,0,1
2,17.22,10.5,0.0,0.0,0,1,0
5,10.11,7.23,0.0,0.0,0,2,0
7,28.17,7.26,0.0,0.0,1,3,1
2,153.93,7.39,0.0,0.0,1,4,1
2,12.71,5.54,0.0,0.0,0,5,1
2,41.81,7.58,0.0,0.0,2,6,1
6,37.54,7.62,0.0,0.0,2,0,0
2,45.48,10.01,0.0,0.0,0,1,1
4,106.27,7.34,0.0,0.0,0,2,1
3,155.74,6.37,0.0,0.0,0,3,1
3,56.99,10.07,0.0,0.0,0,4,0
0,53.72,5.29,0.0,0.0,1,5,0
0,20.04,7.6,0.0,0.0,1,6,1
2,5.61,9.98,0.0,0.0,0,0,1
2,93.09,10.47,0.0,0.0,2,1,1
2,59.19,11.95,0.0,0.0,1,2,1
2,24.46,9.2,0.0,0.0,0,3,0
0,141.51,8.35,0.0,0.0,2,4,0
3,28.51,12.78,0.0,0.0,1,5,0
3,134.13,5.51,0.0,0.0,1,6,1
3,69.04,10.35,0.0,0.0,0,0,1
7,32.11,8.39,0.0,0.0,2,1,1
2,14.82,1.54,0.0,0.0,0,2,1
7,51.23,12.79,0.0,0.0,1,3,0
2,7.51,5.57,0.0,0.0,2,4,0
2,57.58,16.55,0.0,0.0,1,5,0
3,85.42,8.46,0.0,0.0,0,6,1
2,11.31,5.14,0.0,0.0,0,0,1
2,47.27,10.41,0.0,0.0,1,1,1
1,33.2,6.84,0.0,0.0,0,2,0
4,128.97,8.2,0.0,0.0,0,3,0
2,27.33,9.67,0.0,0.0,1,4,0
2,52.98,8.32,0.0,0.0,2,5,0
4,2.97,8.04,0.0,0.0,1,6,1
3,11.84,6.5,0.0,0.0,1,0,1
5,63.96,1.54,0.0,0.0,2,1,1
1,88.48,9.16,0.0,0.0,0,2,0
4,33.16,9.7,0.0,0.0,2,3,0
2,13.23,14.17,0.0,0.0,1,4,1
6,54.46,10.5,0.0,0.0,2,5,1
1,30.98,4.94,0.0,0.0,0,6,1
4,120.57,1.86,0.0,0.0,2,0,0
5,51.05,1.0,0.0,0.0,2,1,0
8,92.48,8.15,0.0,0.0,1,2,1
2,103.43,9.87,0.0,0.0,2,3,1
5,20.9,9.28,0.0,0.0,1,4,1
1,26.56,8.99,0.0,0.0,0,5,0
1,11.65,12.16,0.0,0.0,2,6,1
2,8.65,9.17,0.0,0.0,2,0,0
5,56.38,5.18,0.0,0.0,1,1,1
2,73.32,6.31,0.0,0.0,1,2,0
3,134.0,9.38,0.0,0.0,0,3,0
7,73.15,8.63,0.0,0.0,1,4,0
4,28.13,7.88,0.0,0.0,1,5,1
3,55.08,6.6,0.0,0.0,0,6,1
2,78.56,5.3,0.0,0.0,1,0,0
3,37.24,13.05,0.0,0.0,1,1,1
4,18.21,5.23,0.0,0.0,1,2,1
1,9.14,6.24,0.0,0.0,1,3,1
2,13.87,8.16,0.0,0.0,0,4,1
1,37.25,9.1,0.0,0.0,0,5,1
3,51.64,8.72,0.0,0.0,1,6,1
4,20.12,3.2,0.0,0.0,2,0,1
4,47.01,9.13,0.0,0.0,0,1,1
5,12.91,11.37,0.0,0.0,2,2,0
3,103.81,8.82,0.0,0.0,1,3,1
3,27.99,14.21,0.0,0.0,1,4,1
3,35.47,12.29,0.0,0.0,0,5,0
3,113.12,7.02,0.0,0.0,2,6,1
2,24.85,6.45,0.0,0.0,0,0,1
3,60.48,4.98,0.0,0.0,0,1,1
4,68.25,8.16,0.0,0.0,0,2,0
2,61.27,9.07,0.0,0.0,1,3,1
1,45.82,11.57,0.0,0.0,2,4,1
7,48.01,7.98,0.0,0.0,1,5,1
2,143.91,5.74,0.0,0.0,1,6,0
1,6.07,11.4,0.0,0.0,1,0,1
5,4.09,4.53,0.0,0.0,0,1,1
2,97.66,9.39,0.0,0.0,1,2,1
2,73.64,8.68,0.0,0.0,1,3,0
3,56.22,8.37,0.0,0.0,1,4,0
2,47.98,7.21,0.0,0.0,1,5,0
2,27.98,11.65,0.0,0.0,1,6,1
4,93.47,9.06,0.0,0.0,1,0,1
4,53.14,9.33,0.0,0.0,2,1,1
3,25.32,10.13,0.0,0.0,0,2,1
3,67.58,3.82,0.0,0.0,1,3,1
6,42.25,4.88,0.0,0.0,0,4,1
5,32.32,5.71,0.0,0.0,2,5,0
3,30.88,8.26,0.0,0.0,2,6,1
3,242.59,5.52,0.0,0.0,0,0,1
0,10.99,5.67,0.0,0.0,2,1,0
0,65.47,7.39,0.0,0.0,1,2,1
4,38.36,10.94,0.0,0.0,2,3,1
1,68.52,10.88,0.0,0.0,1,4,1
3,248.28,9.94,0.0,0.0,0,5,1
3,138.72,9.77,0.0,0.0,0,6,0
3,55.66,8.01,0.0,0.0,0,0,0
2,156.29,8.84,0.0,0.0,0,1,1
3,87.71,8.09,0.0,0.0,0,2,1
5,81.18,8.39,0.0,0.0,0,3,1
4,47.17,8.74,0.0,0.0,1,4,1
4,110.31,7.14,0.0,0.0,0,5,1
1,74.2,2.12,0.0,0.0,2,6,1
1,34.27,10.17,0.0,0.0,1,0,1
2,92.14,8.34,0.0,0.0,1,1,1
2,38.76,3.22,0.0,0.0,1,2,1
4,15.81,10.19,0.0,0.0,1,3,1
4,17.23,9.11,0.0,0.0,0,4,0
6,71.92,3.46,0.0,0.0,0,5,0
6,88.81,13.28,0.0,0.0,0,6,1
1,37.15,7.84,0.0,0.0,2,0,0
1,24.21,14.92,0.0,0.0,0,1,1
2,37.13,11.47,0.0,0.0,0,2,0
0,10.97,12.84,0.0,0.0,2,3,1
4,92.9,8.16,0.0,0.0,0,4,0
1,29.17,8.64,0.0,0.0,0,5,1
3,59.53,9.99,0.0,0.0,1,6,1
2,63.01,8.97,0.0,0.0,0,0,0
2,64.96,10.03,0.0,0.0,2,1,1
6,111.32,7.79,0.0,0.0,1,2,0
1,76.61,2.85,0.0,0.0,2,3,1
10,55.49,6.69,0.0,0.0,2,4,1
0,55.79,9.39,0.0,0.0,0,5,1
0,11.24,9.15,0.0,0.0,1,6,0
4,65.04,14.0,0.0,0.0,0,0,1
5,66.2,6.95,0.0,0.0,1,1,1
3,53.47,9.19,0.0,0.0,1,2,1
5,63.94,10.1,0.0,0.0,1,3,1
1,114.42,9.46,0.0,0.0,2,4,1
0,131.06,5.64,0.0,0.0,0,5,1
4,96.7,9.33,0.0,0.0,1,6,1
4,74.93,5.05,0.0,0.0,1,0,0
6,87.12,6.7,0.0,0.0,2,1,1
5,167.19,7.51,0.0,0.0,1,2,1
1,90.75,7.47,0.0,0.0,1,3,1
4,29.47,3.4,0.0,0.0,0,4,1
2,27.93,7.89,0.0,0.0,2,5,1
3,43.55,8.4,0.0,0.0,2,6,1
4,80.72,8.7,0.0,0.0,1,0,0
5,36.98,7.24,0.0,0.0,1,1,0
1,28.42,13.92,0.0,0.0,2,2,1
4,81.03,8.55,0.0,0.0,1,3,0
4,21.51,6.72,0.0,0.0,1,4,1
1,26.55,8.94,0.0,0.0,2,5,1
3,39.04,6.09,0.0,0.0,1,6,1
1,10.37,10.89,0.0,0.0,0,0,1
3,5.37,9.54,0.0,0.0,1,1,1
4,33.23,12.85,0.0,0.0,2,2,0
2,147.66,11.0,0.0,0.0,0,3,0
1,11.23,12.5,0.0,0.0,1,4,1
1,54.06,1.5,0.0,0.0,0,5,0
0,125.79,4.93,0.0,0.0,2,6,0
3,1.37,10.11,0.0,0.0,0,0,0
3,38.65,6.26,0.0,0.0,1,1,1
8,62.52,12.6,0.0,0.0,1,2,0
2,158.43,7.28,0.0,0.0,2,3,1
4,44.51,11.38,0.0,0.0,0,4,1
2,83.44,9.46,0.0,0.0,0,5,1
4,12.4,7.74,0.0,0.0,2,6,0
6,51.87,5.91,0.0,0.0,2,0,1
4,108.06,8.98,0.0,0.0,2,1,0
3,54.57,7.49,0.0,0.0,2,2,1
2,21.49,5.61,0.0,0.0,1,3,0
1,3.14,3.75,0.0,0.0,1,4,0
4,7.53,8.29,0.0,0.0,2,5,1
1,22.3,10.97,0.0,0.0,2,6,0
2,15.03,8.88,0.0,0.0,0,0,1
0,70.21,10.17,0.0,0.0,1,1,1
6,30.31,7.63,0.0,0.0,0,2,1
1,48.27,5.62,0.0,0.0,0,3,1
3,15.19,10.27,0.0,0.0,1,4,1
2,106.84,7.3,0.0,0.0,2,5,1
2,86.61,8.15,0.0,0.0,1,6,1
2,11.11,10.21,0.0,0.0,0,0,1
0,83.24,10.26,0.0,0.0,1,1,1
4,55.86,8.31,0.0,0.0,2,2,0
3,53.48,10.64,0.0,0.0,1,3,1
7,52.05,9.62,0.0,0.0,2,4,1
0,14.75,9.68,0.0,0.0,2,5,1
5,81.39,12.06,0.0,0.0,0,6,0
2,153.13,9.77,0.0,0.0,0,0,0
3,33.0,13.5,0.0,0.0,2,1,1
4,47.44,3.96,0.0,0.0,2,2,0
1,13.9,5.28,0.0,0.0,0,3,1
2,112.67,6.56,0.0,0.0,2,4,1
6,20.16,4.8,0.0,0.0,1,5,1
2,62.33,13.44,0.0,0.0,2,6,0
2,75.58,12.78,0.0,0.0,2,0,1
1,35.11,10.23,0.0,0.0,0,1,1
4,68.08,9.08,0.0,0.0,0,2,1
2,5.78,4.91,0.0,0.0,0,3,0
3,56.05,9.43,0.0,0.0,1,4,0
2,57.36,8.43,0.0,0.0,2,5,0
2,108.12,10.58,0.0,0.0,2,6,1
4,15.75,6.68,0.0,0.0,0,0,1
4,45.95,9.73,0.0,0.0,2,1,1
3,86.34,11.05,0.0,0.0,2,2,1
4,21.07,10.76,0.0,0.0,1,3,1
4,46.52,8.47,0.0,0.0,2,4,1
3,23.84,12.1,0.0,0.0,1,5,1
1,8.44,5.39,0.0,0.0,2,6,0
2,15.65,8.84,0.0,0.0,0,0,1
3,46.58,9.73,0.0,0.0,0,1,1
0,133.91,8.0,0.0,0.0,2,2,1
3,167.91,10.29,0.0,0.0,0,3,1
2,80.44,11.11,0.0,0.0,1,4,1
5,25.59,2.63,0.0,0.0,0,5,1
1,8.26,12.65,0.0,0.0,1,6,0
0,15.55,6.45,0.0,0.0,2,0,1
1,81.27,11.54,0.0,0.0,2,1,1
2,59.52,6.01,0.0,0.0,0,2,0
2,48.95,9.5,0.0,0.0,2,3,1
2,93.23,9.58,0.0,0.0,2,4,1
5,88.5,7.55,0.0,0.0,1,5,1
4,60.26,6.67,0.0,0.0,1,6,0
3,21.69,16.71,0.0,0.0,2,0,1
5,37.28,6.51,0.0,0.0,0,1,1
3,9.16,12.54,0.0,0.0,0,2,1
5,49.43,16.65,0.0,0.0,0,3,0
3,25.43,7.0,0.0,0.0,2,4,1
4,10.17,3.28,0.0,0.0,0,5,1
2,40.21,8.05,0.0,0.0,0,6,1
5,38.34,6.65,0.0,0.0,2,0,0
1,53.71,10.08,0.0,0.0,1,1,0
4,71.82,6.68,0.0,0.0,1,2,0
2,35.21,7.46,0.0,0.0,2,3,0
3,13.51,7.89,0.0,0.0,1,4,1
4,116.72,4.45,0.0,0.0,0,5,1
3,111.62,7.45,0.0,0.0,2,6,1
2,24.1,7.81,0.0,0.0,2,0,1
3,62.61,5.95,0.0,0.0,1,1,1
8,123.68,9.07,0.0,0.0,2,2,0
3,65.34,11.47,0.0,0.0,2,3,1
3,37.74,7.31,0.0,0.0,0,4,1
3,35.59,7.97,0.0,0.0,2,5,1
5,10.54,7.25,0.0,0.0,2,6,0
2,15.01,13.41,0.0,0.0,2,0,1
4,27.91,6.15,0.0,0.0,2,1,0
2,36.23,6.03,0.0,0.0,1,2,0
4,37.06,6.42,0.0,0.0,2,3,1
4,211.44,11.86,0.0,0.0,0,4,0
2,37.04,12.12,0.0,0.0,1,5,1
4,34.46,5.53,0.0,0.0,2,6,1
3,34.99,10.46,0.0,0.0,1,0,1
5,18.7,6.86,0.0,0.0,2,1,0
6,79.31,3.94,0.0,0.0,2,2,0
5,62.14,3.93,0.0,0.0,1,3,1
3,38.16,7.59,0.0,0.0,1,4,0
1,11.8,10.59,0.0,0.0,1,5,1
5,103.27,8.13,0.0,0.0,1,6,1
3,141.91,8.47,0.0,0.0,0,0,1
3,46.01,2.73,0.0,0.0,1,1,1
4,4.02,7.02,0.0,0.0,0,2,1
1,33.36,7.3,0.0,0.0,2,3,0
3,26.96,6.91,0.0,0.0,2,4,0
4,78.47,5.07,0.0,0.0,1,5,1
3,93.67,13.85,0.0,0.0,2,6,1
2,30.1,9.84,0.0,0.0,0,0,0
3,17.23,10.64,0.0,0.0,0,1,0
4,24.73,8.41,0.0,0.0,1,2,0
4,77.42,12.12,0.0,0.0,1,3,0
2,60.97,5.29,0.0,0.0,1,4,1
2,53.27,10.69,0.0,0.0,0,5,1
2,89.45,4.57,0.0,0.0,1,6,0
2,89.12,8.29,0.0,0.0,0,0,1
4,96.69,8.15,0.0,0.0,0,1,1
0,53.55,8.43,0.0,0.0,2,2,0
4,55.73,8.17,0.0,0.0,2,3,1
3,61.62,1.59,0.0,0.0,1,4,1
3,53.41,6.91,0.0,0.0,1,5,1
3,19.18,7.9,0.0,0.0,1,6,0
2,125.36,6.62,0.0,0.0,1,0,1
6,21.75,3.43,0.0,0.0,0,1,1
3,42.55,7.06,0.0,0.0,1,2,0
2,31.96,9.98,0.0,0.0,2,3,0
4,27.82,12.62,0.0,0.0,1,4,0
4,128.66,7.68,0.0,0.0,0,5,1
3,175.63,7.4,0.0,0.0,2,6,1
4,45.56,5.77,0.0,0.0,2,0,1
4,43.54,12.75,0.0,0.0,1,1,1
5,25.59,5.91,0.0,0.0,2,2,1
3,28.91,7.08,0.0,0.0,2,3,0
4,40.81,9.43,0.0,0.0,1,4,1
1,84.53,10.93,0.0,0.0,1,5,1
0,51.94,6.52,0.0,0.0,0,6,0
5,84.87,7.47,0.0,0.0,2,0,1
1,114.29,7.35,0.0,0.0,1,1,1
4,123.84,3.98,0.0,0.0,2,2,1
2,49.84,9.35,0.0,0.0,1,3,0
6,136.77,6.21,0.0,0.0,0,4,1
3,18.45,6.71,0.0,0.0,1,5,0
2,70.93,9.02,0.0,0.0,1,6,1
3,34.45,8.29,0.0,0.0,0,0,1
3,128.32,13.32,0.0,0.0,1,1,1
1,147.33,13.31,0.0,0.0,0,2,1
5,30.56,12.37,0.0,0.0,2,3,0
0,81.19,14.04,0.0,0.0,2,4,1
2,48.77,12.83,0.0,0.0,2,5,1
3,35.37,3.08,0.0,0.0,1,6,0
2,87.92,9.66,0.0,0.0,0,0,0
2,50.22,8.96,0.0,0.0,1,1,1
4,94.08,8.83,0.0,0.0,1,2,0
4,32.64,6.56,0.0,0.0,1,3,0
